Date,Open,High,Low,Close,Adj Close,Volume,12-day EMA,26-day EMA,MACD line,Signal line,MACD histogram,Up,Down,SMA Up,SMA Down,RS,RSI
4/13/2016,27.700001,28.084999,27.700001,28.01,26.1363,133029200,25.4983,24.9578,0.5405,0.5483,-0.0077,0.3732,0,0.1858,0.087314286,2.127945026,68.03012867
4/14/2016,27.905001,28.0975,27.8325,28.025,26.1503,101895600,25.5986,25.0461,0.5525,0.5491,0.0034,0.014,0,0.1868,0.07965,2.345260515,70.10696191
4/15/2016,28.0275,28.075001,27.432501,27.4625,25.6254,187756000,25.6027,25.089,0.5137,0.542,-0.0283,0,0.5249,0.1868,0.109142857,1.711518325,63.12029349
4/18/2016,27.2225,27.237499,26.735001,26.870001,25.0726,243286000,25.5212,25.0878,0.4334,0.5203,-0.0869,0,0.5529,0.145307143,0.148635714,0.977605844,49.43380638
4/19/2016,26.969999,27,26.557501,26.727501,24.9396,129539600,25.4317,25.0768,0.3549,0.4872,-0.1323,0,0.133,0.113978571,0.158135714,0.720764262,41.88628727
4/20/2016,26.66,27.022499,26.514999,26.782499,24.9909,122444000,25.3639,25.0705,0.2934,0.4485,-0.155,0.0513,0,0.117642857,0.148635714,0.791484454,44.18036965
4/21/2016,26.7325,26.7325,26.379999,26.4925,24.7203,126210000,25.2649,25.0445,0.2204,0.4028,-0.1825,0,0.2706,0.100978571,0.167964286,0.601190729,37.54647827
4/22/2016,26.252501,26.620001,26.155001,26.42,24.6527,134732400,25.1707,25.0155,0.1552,0.3533,-0.1981,0,0.0677,0.08215,0.1728,0.475405093,32.22200431
4/25/2016,26.25,26.4125,26.127501,26.27,24.5127,112126400,25.0695,24.9782,0.0912,0.3009,-0.2097,0,0.14,0.08215,0.160971429,0.510339013,33.78969944
4/26/2016,25.977501,26.325001,25.977501,26.0875,24.3424,224064800,24.9576,24.9311,0.0265,0.246,-0.2195,0,0.1703,0.062985714,0.173135714,0.363793886,26.67513688
